n,theta,r,t,Y
0.8896484375,0.5166015625,0.2802734375,0.7900390625,0.35764658
0.9541015625,0.1123046875,0.4404296875,0.3798828125,0.27358943
0.6396484375,0.1123046875,0.4404296875,0.3798828125,0.2708273
0.9541015625,0.7666015625,0.4404296875,0.3798828125,0.47036102
0.9541015625,0.1123046875,0.5302734375,0.3798828125,0.29374614
0.9541015625,0.1123046875,0.4404296875,0.5400390625,0.25941437
0.6396484375,0.7666015625,0.5302734375,0.5400390625,0.47358054
0.4541015625,0.6123046875,0.9404296875,0.8798828125,0.41376138
0.1396484375,0.6123046875,0.9404296875,0.8798828125,0.36697388
0.4541015625,0.2666015625,0.9404296875,0.8798828125,0.2292815
0.4541015625,0.6123046875,0.0302734375,0.8798828125,0.30079097
0.4541015625,0.6123046875,0.9404296875,0.0400390625,0.4931629
0.1396484375,0.2666015625,0.0302734375,0.0400390625,0.14892504
0.3291015625,0.2373046875,0.5654296875,0.7548828125,0.22765619
0.0146484375,0.2373046875,0.5654296875,0.7548828125,0.17428365
0.3291015625,0.1416015625,0.5654296875,0.7548828125,0.22366399
0.3291015625,0.2373046875,0.6552734375,0.7548828125,0.24044132
0.3291015625,0.2373046875,0.5654296875,0.6650390625,0.24054933
0.0146484375,0.1416015625,0.6552734375,0.6650390625,0.19596969
0.8291015625,0.7373046875,0.0654296875,0.2548828125,0.40107048
0.5146484375,0.7373046875,0.0654296875,0.2548828125,0.38564697
0.8291015625,0.6416015625,0.0654296875,0.2548828125,0.3988414
0.8291015625,0.7373046875,0.1552734375,0.2548828125,0.4138262
0.8291015625,0.7373046875,0.0654296875,0.1650390625,0.4052497
0.5146484375,0.6416015625,0.1552734375,0.1650390625,0.40035287
0.5791015625,0.4873046875,0.8154296875,0.5048828125,0.4528002
0.7646484375,0.4873046875,0.8154296875,0.5048828125,0.46197647
0.5791015625,0.8916015625,0.8154296875,0.5048828125,0.49686593
0.5791015625,0.4873046875,0.9052734375,0.5048828125,0.44429693
0.5791015625,0.4873046875,0.8154296875,0.4150390625,0.46073806
0.7646484375,0.8916015625,0.9052734375,0.4150390625,0.50547665
0.0791015625,0.9873046875,0.3154296875,0.0048828125,0.37935027
0.2646484375,0.9873046875,0.3154296875,0.0048828125,0.41110423
0.0791015625,0.3916015625,0.3154296875,0.0048828125,0.24960591
0.0791015625,0.9873046875,0.4052734375,0.0048828125,0.40216583
0.0791015625,0.9873046875,0.3154296875,0.9150390625,0.29230672
0.2646484375,0.3916015625,0.4052734375,0.9150390625,0.21713185
0.1103515625,0.4560546875,0.7216796875,0.9736328125,0.29303324
0.7333984375,0.4560546875,0.7216796875,0.9736328125,0.36551243
0.1103515625,0.6728515625,0.7216796875,0.9736328125,0.36035383
0.1103515625,0.4560546875,0.2490234375,0.9736328125,0.2009574
0.1103515625,0.4560546875,0.7216796875,0.3837890625,0.37496337
0.7333984375,0.6728515625,0.2490234375,0.3837890625,0.4226873
0.6103515625,0.9560546875,0.2216796875,0.4736328125,0.40444377
0.2333984375,0.9560546875,0.2216796875,0.4736328125,0.35917464
0.6103515625,0.1728515625,0.2216796875,0.4736328125,0.2083863
0.6103515625,0.9560546875,0.7490234375,0.4736328125,0.5034191
0.6103515625,0.9560546875,0.2216796875,0.8837890625,0.3481269
0.2333984375,0.1728515625,0.7490234375,0.8837890625,0.20577575
0.8603515625,0.2060546875,0.9716796875,0.7236328125,0.2658514
0.4833984375,0.2060546875,0.9716796875,0.7236328125,0.24746463
0.8603515625,0.4228515625,0.9716796875,0.7236328125,0.36042705
0.8603515625,0.2060546875,0.4990234375,0.7236328125,0.2547771
0.8603515625,0.2060546875,0.9716796875,0.6337890625,0.27805972
0.4833984375,0.4228515625,0.4990234375,0.6337890625,0.34317428
0.3603515625,0.7060546875,0.4716796875,0.2236328125,0.45588863
0.9833984375,0.7060546875,0.4716796875,0.2236328125,0.4853272
0.3603515625,0.9228515625,0.4716796875,0.2236328125,0.45661765
0.3603515625,0.7060546875,0.9990234375,0.2236328125,0.46779275
0.3603515625,0.7060546875,0.4716796875,0.1337890625,0.45968217
0.9833984375,0.9228515625,0.9990234375,0.1337890625,0.50175387
0.4853515625,0.0810546875,0.0966796875,0.0986328125,0.19614315
0.8583984375,0.0810546875,0.0966796875,0.0986328125,0.21434623
0.4853515625,0.5478515625,0.0966796875,0.0986328125,0.37759852
0.4853515625,0.0810546875,0.3740234375,0.0986328125,0.25562236
0.4853515625,0.0810546875,0.0966796875,0.5087890625,0.17068642
0.8583984375,0.5478515625,0.3740234375,0.5087890625,0.42982408
0.9853515625,0.5810546875,0.5966796875,0.5986328125,0.47197732
0.3583984375,0.5810546875,0.5966796875,0.5986328125,0.44237298
0.9853515625,0.0478515625,0.5966796875,0.5986328125,0.2831578
0.9853515625,0.5810546875,0.8740234375,0.5986328125,0.47913697
0.9853515625,0.5810546875,0.5966796875,0.0087890625,0.5095277
0.3583984375,0.0478515625,0.8740234375,0.0087890625,0.29826355
0.7353515625,0.3310546875,0.3466796875,0.3486328125,0.2800839
0.1083984375,0.3310546875,0.3466796875,0.3486328125,0.2071966
0.7353515625,0.2978515625,0.3466796875,0.3486328125,0.26813832
0.7353515625,0.3310546875,0.1240234375,0.3486328125,0.23148137
0.7353515625,0.3310546875,0.3466796875,0.2587890625,0.28553236
0.1083984375,0.2978515625,0.1240234375,0.2587890625,0.15209696
0.2353515625,0.8310546875,0.8466796875,0.8486328125,0.4051842
0.6083984375,0.8310546875,0.8466796875,0.8486328125,0.45000106
0.2353515625,0.7978515625,0.8466796875,0.8486328125,0.40512627
0.2353515625,0.8310546875,0.6240234375,0.8486328125,0.39933378
0.2353515625,0.8310546875,0.8466796875,0.7587890625,0.42024416
0.6083984375,0.7978515625,0.6240234375,0.7587890625,0.45915264
0.1728515625,0.1435546875,0.2841796875,0.5361328125,0.16085452
0.1708984375,0.1435546875,0.2841796875,0.5361328125,0.16051878
0.1728515625,0.9853515625,0.2841796875,0.5361328125,0.35750073
0.1728515625,0.1435546875,0.3115234375,0.5361328125,0.1676226
0.1728515625,0.1435546875,0.2841796875,0.5712890625,0.1570783
0.1708984375,0.9853515625,0.3115234375,0.5712890625,0.36015686
0.6728515625,0.6435546875,0.7841796875,0.0361328125,0.5283799
0.6708984375,0.6435546875,0.7841796875,0.0361328125,0.5282829
0.6728515625,0.4853515625,0.7841796875,0.0361328125,0.4854843
0.6728515625,0.6435546875,0.8115234375,0.0361328125,0.5274221
0.6728515625,0.6435546875,0.7841796875,0.0712890625,0.52742815
0.6708984375,0.4853515625,0.8115234375,0.0712890625,0.4834777
0.9228515625,0.3935546875,0.0341796875,0.7861328125,0.21437767
0.9208984375,0.3935546875,0.0341796875,0.7861328125,0.2144408
0.9228515625,0.2353515625,0.0341796875,0.7861328125,0.14953232
0.9228515625,0.3935546875,0.0615234375,0.7861328125,0.21676388
0.9228515625,0.3935546875,0.0341796875,0.3212890625,0.26519474
0.9208984375,0.2353515625,0.0615234375,0.3212890625,0.2027987
0.4228515625,0.8935546875,0.5341796875,0.2861328125,0.47491696
0.4208984375,0.8935546875,0.5341796875,0.2861328125,0.4746781
0.4228515625,0.7353515625,0.5341796875,0.2861328125,0.47452083
0.4228515625,0.8935546875,0.5615234375,0.2861328125,0.48010725
0.4228515625,0.8935546875,0.5341796875,0.8212890625,0.41607913
0.4208984375,0.7353515625,0.5615234375,0.8212890625,0.42063445
0.2978515625,0.2685546875,0.9091796875,0.4111328125,0.27441067
0.2958984375,0.2685546875,0.9091796875,0.4111328125,0.2741164
0.2978515625,0.8603515625,0.9091796875,0.4111328125,0.4631917
0.2978515625,0.2685546875,0.1865234375,0.4111328125,0.17842412
0.2978515625,0.2685546875,0.9091796875,0.4462890625,0.27151614
0.2958984375,0.8603515625,0.1865234375,0.4462890625,0.36401638
0.7978515625,0.7685546875,0.4091796875,0.9111328125,0.3960349
0.7958984375,0.7685546875,0.4091796875,0.9111328125,0.3960175
0.7978515625,0.3603515625,0.4091796875,0.9111328125,0.24210337
0.7978515625,0.7685546875,0.6865234375,0.9111328125,0.44616523
0.7978515625,0.7685546875,0.4091796875,0.9462890625,0.3889111
0.7958984375,0.3603515625,0.6865234375,0.9462890625,0.28509253
0.5478515625,0.0185546875,0.6591796875,0.1611328125,0.3159073
0.5458984375,0.0185546875,0.6591796875,0.1611328125,0.31573522
0.5478515625,0.1103515625,0.6591796875,0.1611328125,0.31623304
0.5478515625,0.0185546875,0.4365234375,0.1611328125,0.27494407
0.5478515625,0.0185546875,0.6591796875,0.6962890625,0.27049115
0.5458984375,0.1103515625,0.4365234375,0.6962890625,0.22968161
0.0478515625,0.5185546875,0.1591796875,0.6611328125,0.26694992
0.0458984375,0.5185546875,0.1591796875,0.6611328125,0.26658875
0.0478515625,0.6103515625,0.1591796875,0.6611328125,0.28857478
0.0478515625,0.5185546875,0.9365234375,0.6611328125,0.36403143
0.0478515625,0.5185546875,0.1591796875,0.1962890625,0.30610874
0.0458984375,0.6103515625,0.9365234375,0.1962890625,0.42445394
0.0322265625,0.2841796875,0.4560546875,0.8642578125,0.1427832
0.8427734375,0.2841796875,0.4560546875,0.8642578125,0.23084036
0.0322265625,0.7197265625,0.4560546875,0.8642578125,0.32809973
0.0322265625,0.2841796875,0.4833984375,0.8642578125,0.14913446
0.0322265625,0.2841796875,0.4560546875,0.0869140625,0.21795437
0.8427734375,0.7197265625,0.4833984375,0.0869140625,0.49767932
0.5322265625,0.7841796875,0.9560546875,0.3642578125,0.48807356
0.3427734375,0.7841796875,0.9560546875,0.3642578125,0.4657623
0.5322265625,0.2197265625,0.9560546875,0.3642578125,0.2941822
0.5322265625,0.7841796875,0.9833984375,0.3642578125,0.48302436
0.5322265625,0.7841796875,0.9560546875,0.5869140625,0.46763885
0.3427734375,0.2197265625,0.9833984375,0.5869140625,0.246387
0.7822265625,0.0341796875,0.2060546875,0.6142578125,0.19611302
0.0927734375,0.0341796875,0.2060546875,0.6142578125,0.11940214
0.7822265625,0.4697265625,0.2060546875,0.6142578125,0.3362802
0.7822265625,0.0341796875,0.2333984375,0.6142578125,0.2020598
0.7822265625,0.0341796875,0.2060546875,0.8369140625,0.16321234
0.0927734375,0.4697265625,0.2333984375,0.8369140625,0.23261543
0.2822265625,0.5341796875,0.7060546875,0.1142578125,0.46587503
0.5927734375,0.5341796875,0.7060546875,0.1142578125,0.5021648
0.2822265625,0.9697265625,0.7060546875,0.1142578125,0.48599446
0.2822265625,0.5341796875,0.7333984375,0.1142578125,0.46703815
0.2822265625,0.5341796875,0.7060546875,0.3369140625,0.45494047
0.5927734375,0.9697265625,0.7333984375,0.3369140625,0.5125128
0.4072265625,0.1591796875,0.8310546875,0.2392578125,0.30117133
0.7177734375,0.1591796875,0.8310546875,0.2392578125,0.32677662
0.4072265625,0.5947265625,0.8310546875,0.2392578125,0.49102697
0.4072265625,0.1591796875,0.1083984375,0.2392578125,0.18371472
0.4072265625,0.1591796875,0.8310546875,0.9619140625,0.2127884
0.7177734375,0.5947265625,0.1083984375,0.9619140625,0.3107927
0.9072265625,0.6591796875,0.3310546875,0.7392578125,0.4033363
0.2177734375,0.6591796875,0.3310546875,0.7392578125,0.34921068
0.9072265625,0.0947265625,0.3310546875,0.7392578125,0.20808445
0.9072265625,0.6591796875,0.6083984375,0.7392578125,0.4646797
0.9072265625,0.6591796875,0.3310546875,0.4619140625,0.43615955
0.2177734375,0.0947265625,0.6083984375,0.4619140625,0.24812545
0.6572265625,0.4091796875,0.5810546875,0.4892578125,0.37568253
0.4677734375,0.4091796875,0.5810546875,0.4892578125,0.35994017
0.6572265625,0.3447265625,0.5810546875,0.4892578125,0.3255037
0.6572265625,0.4091796875,0.3583984375,0.4892578125,0.32555673
0.6572265625,0.4091796875,0.5810546875,0.2119140625,0.39482513
0.4677734375,0.3447265625,0.3583984375,0.2119140625,0.27877814
0.1572265625,0.9091796875,0.0810546875,0.9892578125,0.24414754
0.9677734375,0.9091796875,0.0810546875,0.9892578125,0.30627877
0.1572265625,0.8447265625,0.0810546875,0.9892578125,0.24411333
0.1572265625,0.9091796875,0.8583984375,0.9892578125,0.36294407
0.1572265625,0.9091796875,0.0810546875,0.7119140625,0.29434562
0.9677734375,0.8447265625,0.8583984375,0.7119140625,0.47523916
0.2197265625,0.0966796875,0.5185546875,0.6767578125,0.20855935
0.2802734375,0.0966796875,0.5185546875,0.6767578125,0.21821451
0.2197265625,0.9072265625,0.5185546875,0.6767578125,0.40564784
0.2197265625,0.0966796875,0.0458984375,0.6767578125,0.109179586
0.2197265625,0.0966796875,0.5185546875,0.8994140625,0.17207879
0.2802734375,0.9072265625,0.0458984375,0.8994140625,0.27944267
0.7197265625,0.5966796875,0.0185546875,0.1767578125,0.3932735
0.7802734375,0.5966796875,0.0185546875,0.1767578125,0.39474666
0.7197265625,0.4072265625,0.0185546875,0.1767578125,0.28417042
0.7197265625,0.5966796875,0.5458984375,0.1767578125,0.50010014
0.7197265625,0.5966796875,0.0185546875,0.3994140625,0.38024193
0.7802734375,0.4072265625,0.5458984375,0.3994140625,0.37943864
0.9697265625,0.3466796875,0.7685546875,0.9267578125,0.2801048
0.5302734375,0.3466796875,0.7685546875,0.9267578125,0.2696689
0.9697265625,0.1572265625,0.7685546875,0.9267578125,0.24629417
0.9697265625,0.3466796875,0.2958984375,0.9267578125,0.19846115
0.9697265625,0.3466796875,0.7685546875,0.1494140625,0.36518565
0.5302734375,0.1572265625,0.2958984375,0.1494140625,0.23929553
0.4697265625,0.8466796875,0.2685546875,0.4267578125,0.4065724
0.0302734375,0.8466796875,0.2685546875,0.4267578125,0.33817643
0.4697265625,0.6572265625,0.2685546875,0.4267578125,0.40468365
0.4697265625,0.8466796875,0.7958984375,0.4267578125,0.49433386
0.4697265625,0.8466796875,0.2685546875,0.6494140625,0.38329923
0.0302734375,0.6572265625,0.7958984375,0.6494140625,0.40077594
0.3447265625,0.4716796875,0.1435546875,0.3017578125,0.31816435
0.1552734375,0.4716796875,0.1435546875,0.3017578125,0.28807715
0.3447265625,0.7822265625,0.1435546875,0.3017578125,0.37358683
0.3447265625,0.4716796875,0.4208984375,0.3017578125,0.3824148
0.3447265625,0.4716796875,0.1435546875,0.0244140625,0.32947075
0.1552734375,0.7822265625,0.4208984375,0.0244140625,0.41905648
0.8447265625,0.9716796875,0.6435546875,0.8017578125,0.46225044
0.6552734375,0.9716796875,0.6435546875,0.8017578125,0.4576598
0.8447265625,0.2822265625,0.6435546875,0.8017578125,0.27596074
0.8447265625,0.9716796875,0.9208984375,0.8017578125,0.45708868
0.8447265625,0.9716796875,0.6435546875,0.5244140625,0.49907106
0.6552734375,0.2822265625,0.9208984375,0.5244140625,0.30302888
0.5947265625,0.2216796875,0.3935546875,0.0517578125,0.2750655
0.9052734375,0.2216796875,0.3935546875,0.0517578125,0.28253236
0.5947265625,0.0322265625,0.3935546875,0.0517578125,0.27166831
0.5947265625,0.2216796875,0.1708984375,0.0517578125,0.22256422
0.5947265625,0.2216796875,0.3935546875,0.7744140625,0.21432003
0.9052734375,0.0322265625,0.1708984375,0.7744140625,0.16588841
0.0947265625,0.7216796875,0.8935546875,0.5517578125,0.41768968
0.4052734375,0.7216796875,0.8935546875,0.5517578125,0.46662712
0.0947265625,0.5322265625,0.8935546875,0.5517578125,0.39739832
0.0947265625,0.7216796875,0.6708984375,0.5517578125,0.42190754
0.0947265625,0.7216796875,0.8935546875,0.2744140625,0.4399061
0.4052734375,0.5322265625,0.6708984375,0.2744140625,0.47277004
0.0634765625,0.1904296875,0.0498046875,0.4580078125,0.10795617
0.6240234375,0.1904296875,0.0498046875,0.4580078125,0.18376316
0.0634765625,0.2509765625,0.0498046875,0.4580078125,0.11220378
0.0634765625,0.1904296875,0.9521484375,0.4580078125,0.21739854
0.0634765625,0.1904296875,0.0498046875,0.8056640625,0.064206675
0.6240234375,0.2509765625,0.9521484375,0.8056640625,0.25370365
0.5634765625,0.6904296875,0.5498046875,0.9580078125,0.40644422
0.1240234375,0.6904296875,0.5498046875,0.9580078125,0.34607622
0.5634765625,0.7509765625,0.5498046875,0.9580078125,0.40714642
0.5634765625,0.6904296875,0.4521484375,0.9580078125,0.38530415
0.5634765625,0.6904296875,0.5498046875,0.3056640625,0.49030098
0.1240234375,0.7509765625,0.4521484375,0.3056640625,0.40949512
0.8134765625,0.4404296875,0.2998046875,0.2080078125,0.36494428
0.3740234375,0.4404296875,0.2998046875,0.2080078125,0.33318725
0.8134765625,0.5009765625,0.2998046875,0.2080078125,0.412633
0.8134765625,0.4404296875,0.7021484375,0.2080078125,0.44382453
0.8134765625,0.4404296875,0.2998046875,0.0556640625,0.37047577
0.3740234375,0.5009765625,0.7021484375,0.0556640625,0.4652877
0.3134765625,0.9404296875,0.7998046875,0.7080078125,0.44279033
0.8740234375,0.9404296875,0.7998046875,0.7080078125,0.48266917
0.3134765625,0.0009765625,0.7998046875,0.7080078125,0.24544315
0.3134765625,0.9404296875,0.2021484375,0.7080078125,0.3402449
0.3134765625,0.9404296875,0.7998046875,0.5556640625,0.46182936
0.8740234375,0.0009765625,0.2021484375,0.5556640625,0.20181558
0.4384765625,0.3154296875,0.6748046875,0.5830078125,0.29532558
0.9990234375,0.3154296875,0.6748046875,0.5830078125,0.3139287
0.4384765625,0.3759765625,0.6748046875,0.5830078125,0.3295576
0.4384765625,0.3154296875,0.5771484375,0.5830078125,0.28271946
0.4384765625,0.3154296875,0.6748046875,0.1806640625,0.3255871
0.9990234375,0.3759765625,0.5771484375,0.1806640625,0.36581615
0.9384765625,0.8154296875,0.1748046875,0.0830078125,0.42264107
0.4990234375,0.8154296875,0.1748046875,0.0830078125,0.4078267
0.9384765625,0.8759765625,0.1748046875,0.0830078125,0.42270032
0.9384765625,0.8154296875,0.0771484375,0.0830078125,0.40756163
0.9384765625,0.8154296875,0.1748046875,0.6806640625,0.37665296
0.4990234375,0.8759765625,0.0771484375,0.6806640625,0.3468184
0.6884765625,0.0654296875,0.9248046875,0.8330078125,0.2509765
0.2490234375,0.0654296875,0.9248046875,0.8330078125,0.20378985
0.6884765625,0.6259765625,0.9248046875,0.8330078125,0.44465107
0.6884765625,0.0654296875,0.8271484375,0.8330078125,0.26159602
0.6884765625,0.0654296875,0.9248046875,0.9306640625,0.23250332
0.2490234375,0.6259765625,0.8271484375,0.9306640625,0.3896108
0.1884765625,0.5654296875,0.4248046875,0.3330078125,0.40126115
0.7490234375,0.5654296875,0.4248046875,0.3330078125,0.46051565
0.1884765625,0.1259765625,0.4248046875,0.3330078125,0.21575637
0.1884765625,0.5654296875,0.3271484375,0.3330078125,0.37652972
0.1884765625,0.5654296875,0.4248046875,0.4306640625,0.39404824
0.7490234375,0.1259765625,0.3271484375,0.4306640625,0.2430665
0.1259765625,0.3779296875,0.9873046875,0.0205078125,0.29938835
0.0615234375,0.3779296875,0.9873046875,0.0205078125,0.28772622
0.1259765625,0.0634765625,0.9873046875,0.0205078125,0.2433842
0.1259765625,0.3779296875,0.5146484375,0.0205078125,0.29465708
0.1259765625,0.3779296875,0.9873046875,0.2431640625,0.29125175
0.0615234375,0.0634765625,0.5146484375,0.2431640625,0.21885425
0.6259765625,0.8779296875,0.4873046875,0.5205078125,0.46576354
0.5615234375,0.8779296875,0.4873046875,0.5205078125,0.46099165
0.6259765625,0.5634765625,0.4873046875,0.5205078125,0.45400175
0.6259765625,0.8779296875,0.0146484375,0.5205078125,0.37094745
0.6259765625,0.8779296875,0.4873046875,0.7431640625,0.43788514
0.5615234375,0.5634765625,0.0146484375,0.7431640625,0.32653537
0.8759765625,0.1279296875,0.7373046875,0.2705078125,0.3280575
0.8115234375,0.1279296875,0.7373046875,0.2705078125,0.32848334
0.8759765625,0.8134765625,0.7373046875,0.2705078125,0.5248177
0.8759765625,0.1279296875,0.7646484375,0.2705078125,0.32837418
0.8759765625,0.1279296875,0.7373046875,0.9931640625,0.23454192
0.8115234375,0.8134765625,0.7646484375,0.9931640625,0.43204466
0.3759765625,0.6279296875,0.2373046875,0.7705078125,0.34382176
0.3115234375,0.6279296875,0.2373046875,0.7705078125,0.33475065
0.3759765625,0.3134765625,0.2373046875,0.7705078125,0.16954012
0.3759765625,0.6279296875,0.2646484375,0.7705078125,0.35016853
0.3759765625,0.6279296875,0.2373046875,0.4931640625,0.3786148
0.3115234375,0.3134765625,0.2646484375,0.4931640625,0.20160882
0.2509765625,0.0029296875,0.3623046875,0.8955078125,0.14027867
0.4365234375,0.0029296875,0.3623046875,0.8955078125,0.16629171
0.2509765625,0.1884765625,0.3623046875,0.8955078125,0.1420494
0.2509765625,0.0029296875,0.8896484375,0.8955078125,0.19727948
0.2509765625,0.0029296875,0.3623046875,0.8681640625,0.145449
0.4365234375,0.1884765625,0.8896484375,0.8681640625,0.2302336
